acc	gene	source	pdb_id	resolution	method	path	note
Q96RC9	OR8B4	af2			predicted	product/target_screen/structures/raw/Q96RC9.pdb	alphafold_db;AF-Q96RC9-F1-model_v6.pdb
Q96RD0	OR8B2	af2			predicted	product/target_screen/structures/raw/Q96RD0.pdb	alphafold_db;AF-Q96RD0-F1-model_v6.pdb
Q96RD1	OR6C1	af2			predicted	product/target_screen/structures/raw/Q96RD1.pdb	alphafold_db;AF-Q96RD1-F1-model_v6.pdb
Q96RD2	OR52B2	af2			predicted	product/target_screen/structures/raw/Q96RD2.pdb	alphafold_db;AF-Q96RD2-F1-model_v6.pdb
Q96RD3	OR52E6	af2			predicted	product/target_screen/structures/raw/Q96RD3.pdb	alphafold_db;AF-Q96RD3-F1-model_v6.pdb
Q99463	NPY6RP	af2			predicted	product/target_screen/structures/raw/Q99463.pdb	alphafold_db;AF-Q99463-F1-model_v6.pdb
Q99679	GPR21	pdb	8HMV	2.91	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q99679.pdb	
Q99680	GPR22	af2			predicted	product/target_screen/structures/raw/Q99680.pdb	alphafold_db;AF-Q99680-F1-model_v6.pdb
Q9GZK3	OR2B2	af2			predicted	product/target_screen/structures/raw/Q9GZK3.pdb	alphafold_db;AF-Q9GZK3-F1-model_v6.pdb
Q9GZK7	OR11A1	af2			predicted	product/target_screen/structures/raw/Q9GZK7.pdb	alphafold_db;AF-Q9GZK7-F1-model_v6.pdb
Q9H2C5	OR52A5	af2			predicted	product/target_screen/structures/raw/Q9H2C5.pdb	alphafold_db;AF-Q9H2C5-F1-model_v6.pdb
Q9H343	OR51I1	af2			predicted	product/target_screen/structures/raw/Q9H343.pdb	alphafold_db;AF-Q9H343-F1-model_v6.pdb
Q9H344	OR51I2	af2			predicted	product/target_screen/structures/raw/Q9H344.pdb	alphafold_db;AF-Q9H344-F1-model_v6.pdb
Q9H346	OR52D1	af2			predicted	product/target_screen/structures/raw/Q9H346.pdb	alphafold_db;AF-Q9H346-F1-model_v6.pdb
Q9NS67	GPR27	af2			predicted	product/target_screen/structures/raw/Q9NS67.pdb	alphafold_db;AF-Q9NS67-F1-model_v6.pdb
Q9NZP0	OR6C3	af2			predicted	product/target_screen/structures/raw/Q9NZP0.pdb	alphafold_db;AF-Q9NZP0-F1-model_v6.pdb
Q9NZP2	OR6C2	af2			predicted	product/target_screen/structures/raw/Q9NZP2.pdb	alphafold_db;AF-Q9NZP2-F1-model_v6.pdb
Q9NZP5	OR5AC2	af2			predicted	product/target_screen/structures/raw/Q9NZP5.pdb	alphafold_db;AF-Q9NZP5-F1-model_v6.pdb
Q9P1P4	TAAR3P	af2			predicted	product/target_screen/structures/raw/Q9P1P4.pdb	alphafold_db;AF-Q9P1P4-F1-model_v6.pdb
Q9P1P5	TAAR2	af2			predicted	product/target_screen/structures/raw/Q9P1P5.pdb	alphafold_db;AF-Q9P1P5-F1-model_v6.pdb
Q9P1Q5	OR1A1	af2			predicted	product/target_screen/structures/raw/Q9P1Q5.pdb	alphafold_db;AF-Q9P1Q5-F1-model_v6.pdb
Q9UGF5	OR14J1	af2			predicted	product/target_screen/structures/raw/Q9UGF5.pdb	alphafold_db;AF-Q9UGF5-F1-model_v6.pdb
Q9UGF6	OR5V1	af2			predicted	product/target_screen/structures/raw/Q9UGF6.pdb	alphafold_db;AF-Q9UGF6-F1-model_v6.pdb
Q9UGF7	OR12D3	af2			predicted	product/target_screen/structures/raw/Q9UGF7.pdb	alphafold_db;AF-Q9UGF7-F1-model_v6.pdb
Q9Y3N9	OR2W1	af2			predicted	product/target_screen/structures/raw/Q9Y3N9.pdb	alphafold_db;AF-Q9Y3N9-F1-model_v6.pdb
Q9Y4A9	OR10H1	af2			predicted	product/target_screen/structures/raw/Q9Y4A9.pdb	alphafold_db;AF-Q9Y4A9-F1-model_v6.pdb
Q9Y5P0	OR51B4	af2			predicted	product/target_screen/structures/raw/Q9Y5P0.pdb	alphafold_db;AF-Q9Y5P0-F1-model_v6.pdb
A0A096LPK9	OR4N4C	af2			predicted	product/target_screen/structures/raw/A0A096LPK9.pdb	alphafold_db;AF-A0A096LPK9-F1-model_v6.pdb
A0A0X1KG70	OR4M2B	af2			predicted	product/target_screen/structures/raw/A0A0X1KG70.pdb	alphafold_db;AF-A0A0X1KG70-F1-model_v6.pdb
P0C7N5	OR8U9	af2			predicted	product/target_screen/structures/raw/P0C7N5.pdb	alphafold_db;AF-P0C7N5-F1-model_v6.pdb
P0C7N8	OR9G9	af2			predicted	product/target_screen/structures/raw/P0C7N8.pdb	alphafold_db;AF-P0C7N8-F1-model_v6.pdb
P0DSN6	TAS2R33	af2			predicted	product/target_screen/structures/raw/P0DSN6.pdb	alphafold_db;AF-P0DSN6-F1-model_v6.pdb
P0DTE0	TAS2R36	af2			predicted	product/target_screen/structures/raw/P0DTE0.pdb	alphafold_db;AF-P0DTE0-F1-model_v6.pdb
Q8NH21	OR4F5	af2			predicted	product/target_screen/structures/raw/Q8NH21.pdb	alphafold_db;AF-Q8NH21-F1-model_v6.pdb
A5X5Y0	HTR3E	af2			predicted	product/target_screen/structures/raw/A5X5Y0.pdb	alphafold_db;AF-A5X5Y0-F1-model_v6.pdb
A8MPY1	GABRR3	af2			predicted	product/target_screen/structures/raw/A8MPY1.pdb	alphafold_db;AF-A8MPY1-F1-model_v6.pdb
A8MYU2	KCNU1	pdb	4HPF	3.40	X-RAY DIFFRACTION	product/target_screen/structures/raw/A8MYU2.pdb	
B7U540	KCNJ18	af2			predicted	product/target_screen/structures/raw/B7U540.pdb	alphafold_db;AF-B7U540-F1-model_v6.pdb
B7ZAQ6	GPHRA	af2			predicted	product/target_screen/structures/raw/B7ZAQ6.pdb	alphafold_db;AF-B7ZAQ6-F1-model_v6.pdb
O00180	KCNK1	pdb	3UKM	3.40	X-RAY DIFFRACTION	product/target_screen/structures/raw/O00180.pdb	
O00299	CLIC1	pdb	4K0N	1.25	X-RAY DIFFRACTION	product/target_screen/structures/raw/O00299.pdb	
O00305	CACNB4	pdb	2D46		SOLUTION NMR	product/target_screen/structures/raw/O00305.pdb	
O00555	CACNA1A	pdb	3BXK	2.55	X-RAY DIFFRACTION	product/target_screen/structures/raw/O00555.pdb	
O00591	GABRP	pdb	8VSZ	3.07	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O00591.pdb	
O14493	CLDN4	pdb	9CMI	2.83	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O14493.pdb	
O14649	KCNK3	pdb	6RV3	2.90	X-RAY DIFFRACTION	product/target_screen/structures/raw/O14649.pdb	
O14764	GABRD	pdb	7QN5	2.50	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O14764.pdb	
O15247	CLIC2	pdb	2R4V	1.85	X-RAY DIFFRACTION	product/target_screen/structures/raw/O15247.pdb	
O15399	GRIN2D	pdb	9D37	3.34	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O15399.pdb	
O15547	P2RX6	af2			predicted	product/target_screen/structures/raw/O15547.pdb	alphafold_db;AF-O15547-F1-model_v6.pdb
O15554	KCNN4	pdb	6D42	1.75	X-RAY DIFFRACTION	product/target_screen/structures/raw/O15554.pdb	
O43424	GRID2	pdb	5KC8	1.75	X-RAY DIFFRACTION	product/target_screen/structures/raw/O43424.pdb	
O43448	KCNAB3	af2			predicted	product/target_screen/structures/raw/O43448.pdb	alphafold_db;AF-O43448-F1-model_v6.pdb
O43497	CACNA1G	pdb	6KZP	3.10	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O43497.pdb	
O43525	KCNQ3	pdb	22BJ	2.40	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O43525.pdb	
O43526	KCNQ2	pdb	22AY	2.30	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O43526.pdb	
O60359	CACNG3	af2			predicted	product/target_screen/structures/raw/O60359.pdb	alphafold_db;AF-O60359-F1-model_v6.pdb
O60391	GRIN3B	af2			predicted	product/target_screen/structures/raw/O60391.pdb	alphafold_db;AF-O60391-F1-model_v6.pdb
O60741	HCN1	pdb	9BC6	2.50	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O60741.pdb	
O60840	CACNA1F	af2			predicted	product/target_screen/structures/raw/O60840.pdb	alphafold_db;AF-O60840-F1-model_v6.pdb
O60928	KCNJ13	pdb	9TG6	3.29	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O60928.pdb	
O75311	GLRA3	pdb	9BWC	2.19	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O75311.pdb	
O75762	TRPA1	pdb	6HC8	1.90	X-RAY DIFFRACTION	product/target_screen/structures/raw/O75762.pdb	
O76090	BEST1	pdb	8D1I	1.82	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O76090.pdb	
O94759	TRPM2	pdb	8E6U	3.20	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O94759.pdb	
O94886	TMEM63A	pdb	9N93	2.95	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O94886.pdb	
O95069	KCNK2	pdb	4TWK	2.60	X-RAY DIFFRACTION	product/target_screen/structures/raw/O95069.pdb	
O95180	CACNA1H	pdb	9AYL	2.80	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O95180.pdb	converted_from_mmcif
O95259	KCNH1	pdb	5J7E	1.90	X-RAY DIFFRACTION	product/target_screen/structures/raw/O95259.pdb	
O95264	HTR3B	af2			predicted	product/target_screen/structures/raw/O95264.pdb	alphafold_db;AF-O95264-F1-model_v6.pdb
O95279	KCNK5	af2			predicted	product/target_screen/structures/raw/O95279.pdb	alphafold_db;AF-O95279-F1-model_v6.pdb
O95833	CLIC3	pdb	3FY7	1.95	X-RAY DIFFRACTION	product/target_screen/structures/raw/O95833.pdb	
P02708	CHRNA1	pdb	9DMS	1.92	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P02708.pdb	
P04839	CYBB	pdb	3A1F	2.00	X-RAY DIFFRACTION	product/target_screen/structures/raw/P04839.pdb	
P07510	CHRNG	af2			predicted	product/target_screen/structures/raw/P07510.pdb	alphafold_db;AF-P07510-F1-model_v6.pdb
P0CG08	GPHRB	af2			predicted	product/target_screen/structures/raw/P0CG08.pdb	alphafold_db;AF-P0CG08-F1-model_v6.pdb
P11230	CHRNB1	pdb	9DMS	1.92	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P11230.pdb	
P13569	CFTR	pdb	2PZE	1.70	X-RAY DIFFRACTION	product/target_screen/structures/raw/P13569.pdb	
P14867	GABRA1	pdb	6X3T	2.55	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P14867.pdb	
P15382	KCNE1	pdb	9VEC	2.70	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P15382.pdb	
P16389	KCNA2	af2			predicted	product/target_screen/structures/raw/P16389.pdb	alphafold_db;AF-P16389-F1-model_v6.pdb
P17658	KCNA6	af2			predicted	product/target_screen/structures/raw/P17658.pdb	alphafold_db;AF-P17658-F1-model_v6.pdb
P17787	CHRNB2	pdb	8ST4	2.35	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P17787.pdb	
P18505	GABRB1	pdb	9CXB	3.33	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P18505.pdb	
P18507	GABRG2	pdb	8BHG	2.39	X-RAY DIFFRACTION	product/target_screen/structures/raw/P18507.pdb	
P21817	RYR1	pdb	6UHS	2.46	X-RAY DIFFRACTION	product/target_screen/structures/raw/P21817.pdb	
P22001	KCNA3	pdb	4BGC	1.20	X-RAY DIFFRACTION	product/target_screen/structures/raw/P22001.pdb	
P22459	KCNA4	af2			predicted	product/target_screen/structures/raw/P22459.pdb	alphafold_db;AF-P22459-F1-model_v6.pdb
P22460	KCNA5	af2			predicted	product/target_screen/structures/raw/P22460.pdb	alphafold_db;AF-P22460-F1-model_v6.pdb
P23415	GLRA1	pdb	4X5T	3.50	X-RAY DIFFRACTION	product/target_screen/structures/raw/P23415.pdb	
P23416	GLRA2	pdb	9Y7P	2.50	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P23416.pdb	
P24046	GABRR1	pdb	9FRB	2.05	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P24046.pdb	converted_from_mmcif
P25874	UCP1	pdb	8HBV	2.51	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P25874.pdb	
P28472	GABRB3	pdb	7A5V	1.70	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P28472.pdb	
P28476	GABRR2	af2			predicted	product/target_screen/structures/raw/P28476.pdb	alphafold_db;AF-P28476-F1-model_v6.pdb
P29973	CNGA1	pdb	9ZPV	2.07	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P29973.pdb	
P30532	CHRNA5	af2			predicted	product/target_screen/structures/raw/P30532.pdb	alphafold_db;AF-P30532-F1-model_v6.pdb
P30926	CHRNB4	pdb	8ZRN	3.25	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P30926.pdb	converted_from_mmcif
P31644	GABRA5	pdb	8BHG	2.39	X-RAY DIFFRACTION	product/target_screen/structures/raw/P31644.pdb	
P32297	CHRNA3	pdb	4ZK4	1.90	X-RAY DIFFRACTION	product/target_screen/structures/raw/P32297.pdb	
P34903	GABRA3	pdb	9QJQ	2.63	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P34903.pdb	converted_from_mmcif
P35498	SCN1A	pdb	7DTD	3.30	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P35498.pdb	
P35499	SCN4A	pdb	6MBA	1.80	X-RAY DIFFRACTION	product/target_screen/structures/raw/P35499.pdb	
P35523	CLCN1	pdb	8WXI	2.57	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P35523.pdb	
P36544	CHRNA7	pdb	8P1H	1.95	X-RAY DIFFRACTION	product/target_screen/structures/raw/P36544.pdb	
P37088	SCNN1A	pdb	6WTH	3.06	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P37088.pdb	
P39086	GRIK1	pdb	3FV1	1.50	X-RAY DIFFRACTION	product/target_screen/structures/raw/P39086.pdb	
P42261	GRIA1	pdb	6X5Q	2.14	X-RAY DIFFRACTION	product/target_screen/structures/raw/P42261.pdb	
P42262	GRIA2	pdb	5ZG2	1.25	X-RAY DIFFRACTION	product/target_screen/structures/raw/P42262.pdb	
P42263	GRIA3	af2			predicted	product/target_screen/structures/raw/P42263.pdb	alphafold_db;AF-P42263-F1-model_v6.pdb
P43681	CHRNA4	pdb	8ST4	2.35	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P43681.pdb	
P46098	HTR3A	pdb	8AXD	2.98	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P46098.pdb	
P47869	GABRA2	pdb	9QJS	2.52	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P47869.pdb	converted_from_mmcif
P47870	GABRB2	pdb	6X3T	2.55	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P47870.pdb	
P48048	KCNJ1	af2			predicted	product/target_screen/structures/raw/P48048.pdb	alphafold_db;AF-P48048-F1-model_v6.pdb
P48050	KCNJ4	pdb	3GJ9	2.80	X-RAY DIFFRACTION	product/target_screen/structures/raw/P48050.pdb	
P48051	KCNJ6	af2			predicted	product/target_screen/structures/raw/P48051.pdb	alphafold_db;AF-P48051-F1-model_v6.pdb
P48058	GRIA4	af2			predicted	product/target_screen/structures/raw/P48058.pdb	alphafold_db;AF-P48058-F1-model_v6.pdb
P48167	GLRB	pdb	8DN3	3.55	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P48167.pdb	converted_from_mmcif
P48169	GABRA4	pdb	7QN5	2.50	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P48169.pdb	
P48544	KCNJ5	af2			predicted	product/target_screen/structures/raw/P48544.pdb	alphafold_db;AF-P48544-F1-model_v6.pdb
P48547	KCNC1	pdb	8QUD	2.50	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P48547.pdb	
P48549	KCNJ3	af2			predicted	product/target_screen/structures/raw/P48549.pdb	alphafold_db;AF-P48549-F1-model_v6.pdb
P48995	TRPC1	pdb	9KHI	2.70	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P48995.pdb	
P51168	SCNN1B	pdb	6WTH	3.06	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P51168.pdb	
P51170	SCNN1G	pdb	6WTH	3.06	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P51170.pdb	
P51172	SCNN1D	pdb	9BLR	3.38	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P51172.pdb	
P51575	P2RX1	pdb	9B73	1.96	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P51575.pdb	converted_from_mmcif
P51787	KCNQ1	pdb	3HFE	1.70	X-RAY DIFFRACTION	product/target_screen/structures/raw/P51787.pdb	
P51788	CLCN2	pdb	8TA3	2.46	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P51788.pdb	
P51800	CLCNKA	pdb	2PFI	1.60	X-RAY DIFFRACTION	product/target_screen/structures/raw/P51800.pdb	
P51801	CLCNKB	af2			predicted	product/target_screen/structures/raw/P51801.pdb	alphafold_db;AF-P51801-F1-model_v6.pdb
P54284	CACNB3	pdb	8WE6	2.90	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P54284.pdb	
P54289	CACNA2D1	pdb	7VFS	2.80	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P54289.pdb	
P56373	P2RX3	pdb	9UX4	2.57	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P56373.pdb	converted_from_mmcif
P56696	KCNQ4	pdb	2OVC	2.07	X-RAY DIFFRACTION	product/target_screen/structures/raw/P56696.pdb	
P56750	CLDN17	af2			predicted	product/target_screen/structures/raw/P56750.pdb	alphafold_db;AF-P56750-F1-model_v6.pdb
P57789	KCNK10	pdb	8QZ3	2.40	X-RAY DIFFRACTION	product/target_screen/structures/raw/P57789.pdb	
P62955	CACNG7	af2			predicted	product/target_screen/structures/raw/P62955.pdb	alphafold_db;AF-P62955-F1-model_v6.pdb
P63252	KCNJ2	pdb	6SPZ	2.08	X-RAY DIFFRACTION	product/target_screen/structures/raw/P63252.pdb	
P78334	GABRE	af2			predicted	product/target_screen/structures/raw/P78334.pdb	alphafold_db;AF-P78334-F1-model_v6.pdb
P78348	ASIC1	pdb	9E4I	2.33	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P78348.pdb	
P78508	KCNJ10	pdb	9MAE	3.13	ELECTRON MICROSCOPY	product/target_screen/structures/raw/P78508.pdb	
Q00975	CACNA1B	pdb	7VFS	2.80	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q00975.pdb	
Q01668	CACNA1D	pdb	3LV3	1.94	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q01668.pdb	
Q02641	CACNB1	pdb	7VFS	2.80	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q02641.pdb	
Q03721	KCNC4	pdb	1B4G		SOLUTION NMR	product/target_screen/structures/raw/Q03721.pdb	
Q04844	CHRNE	pdb	9DMS	1.92	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q04844.pdb	
Q05586	GRIN1	pdb	5H8F	1.81	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q05586.pdb	
Q05901	CHRNB3	pdb	8A5U	2.40	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q05901.pdb	
Q06432	CACNG1	af2			predicted	product/target_screen/structures/raw/Q06432.pdb	alphafold_db;AF-Q06432-F1-model_v6.pdb
Q07001	CHRND	pdb	9DMS	1.92	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q07001.pdb	
Q08289	CACNB2	pdb	8HMB	3.30	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q08289.pdb	converted_from_mmcif
Q09470	KCNA1	af2			predicted	product/target_screen/structures/raw/Q09470.pdb	alphafold_db;AF-Q09470-F1-model_v6.pdb
Q12791	KCNMA1	pdb	6V5A	2.00	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q12791.pdb	
Q12809	KCNH2	pdb	4HQA	1.96	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q12809.pdb	
Q12879	GRIN2A	pdb	5H8F	1.81	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q12879.pdb	
Q13002	GRIK2	pdb	3QXM	1.65	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q13002.pdb	
Q13003	GRIK3	af2			predicted	product/target_screen/structures/raw/Q13003.pdb	alphafold_db;AF-Q13003-F1-model_v6.pdb
Q13224	GRIN2B	pdb	7UJR	1.95	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q13224.pdb	
Q13507	TRPC3	pdb	9U5C	2.25	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q13507.pdb	converted_from_mmcif
Q13563	PKD2	pdb	3HRN	1.90	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q13563.pdb	
Q13698	CACNA1S	pdb	6B27	1.73	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q13698.pdb	
Q13936	CACNA1C	pdb	2F3Y	1.45	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q13936.pdb	
Q14003	KCNC3	af2			predicted	product/target_screen/structures/raw/Q14003.pdb	alphafold_db;AF-Q14003-F1-model_v6.pdb
Q14028	CNGB1	pdb	7RH9	2.61	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q14028.pdb	
Q14500	KCNJ12	af2			predicted	product/target_screen/structures/raw/Q14500.pdb	alphafold_db;AF-Q14500-F1-model_v6.pdb
Q14524	SCN5A	pdb	4DJC	1.35	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q14524.pdb	
Q14571	ITPR2	pdb	9YKK	2.95	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q14571.pdb	converted_from_mmcif
Q14573	ITPR3	pdb	8TKG	2.50	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q14573.pdb	converted_from_mmcif
Q14643	ITPR1	af2			predicted	product/target_screen/structures/raw/Q14643.pdb	alphafold_db;AF-Q14643-4-F1-model_v6.pdb
Q14654	KCNJ11	pdb	9KGL	2.88	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q14654.pdb	
Q14721	KCNB1	pdb	7RE5	2.50	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q14721.pdb	
Q14957	GRIN2C	pdb	8E93	3.71	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q14957.pdb	
Q15413	RYR3	pdb	4ERV	1.75	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q15413.pdb	
Q15822	CHRNA2	pdb	5FJV	3.20	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q15822.pdb	
Q15825	CHRNA6	pdb	8ZRN	3.25	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q15825.pdb	converted_from_mmcif
Q15842	KCNJ8	af2			predicted	product/target_screen/structures/raw/Q15842.pdb	alphafold_db;AF-Q15842-F1-model_v6.pdb
Q15858	SCN9A	pdb	7W9K	2.20	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q15858.pdb	
Q15878	CACNA1E	pdb	3BXL	2.30	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q15878.pdb	
Q16099	GRIK4	af2			predicted	product/target_screen/structures/raw/Q16099.pdb	alphafold_db;AF-Q16099-F1-model_v6.pdb
Q16280	CNGA2	pdb	9UPG	2.87	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q16280.pdb	
Q16281	CNGA3	pdb	3SWY	1.90	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q16281.pdb	
Q16322	KCNA10	af2			predicted	product/target_screen/structures/raw/Q16322.pdb	alphafold_db;AF-Q16322-F1-model_v6.pdb
Q16445	GABRA6	af2			predicted	product/target_screen/structures/raw/Q16445.pdb	alphafold_db;AF-Q16445-F1-model_v6.pdb
Q16478	GRIK5	af2			predicted	product/target_screen/structures/raw/Q16478.pdb	alphafold_db;AF-Q16478-F1-model_v6.pdb
Q16515	ASIC2	pdb	6L6P	3.08	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q16515.pdb	
Q16558	KCNMB1	af2			predicted	product/target_screen/structures/raw/Q16558.pdb	alphafold_db;AF-Q16558-F1-model_v6.pdb
Q2I0M4	LRRC26	pdb	8VAZ	2.82	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q2I0M4.pdb	
Q401N2	ZACN	pdb	9LEZ	2.54	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q401N2.pdb	converted_from_mmcif
Q4KMQ2	ANO6	af2			predicted	product/target_screen/structures/raw/Q4KMQ2.pdb	alphafold_db;AF-Q4KMQ2-F1-model_v6.pdb
Q5JUK3	KCNT1	pdb	8HK6	2.64	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q5JUK3.pdb	
Q5JW98	CALHM4	pdb	8RMM	3.26	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q5JW98.pdb	
Q5R3K3	CALHM6	pdb	6YTV	4.39	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q5R3K3.pdb	
Q5T3F8	TMEM63B	pdb	8EHX	3.60	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q5T3F8.pdb	
Q5VT99	LRRC38	af2			predicted	product/target_screen/structures/raw/Q5VT99.pdb	alphafold_db;AF-Q5VT99-F1-model_v6.pdb
Q5XXA6	ANO1	af2			predicted	product/target_screen/structures/raw/Q5XXA6.pdb	alphafold_db;AF-Q5XXA6-F1-model_v6.pdb
Q6NSJ5	LRRC8E	af2			predicted	product/target_screen/structures/raw/Q6NSJ5.pdb	alphafold_db;AF-Q6NSJ5-F1-model_v6.pdb
Q6P9F7	LRRC8B	af2			predicted	product/target_screen/structures/raw/Q6P9F7.pdb	alphafold_db;AF-Q6P9F7-F1-model_v6.pdb
Q6PIL6	KCNIP4	af2			predicted	product/target_screen/structures/raw/Q6PIL6.pdb	alphafold_db;AF-Q6PIL6-F1-model_v6.pdb
Q6PIU1	KCNV1	af2			predicted	product/target_screen/structures/raw/Q6PIU1.pdb	alphafold_db;AF-Q6PIU1-F1-model_v6.pdb
Q6UVM3	KCNT2	af2			predicted	product/target_screen/structures/raw/Q6UVM3.pdb	alphafold_db;AF-Q6UVM3-F1-model_v6.pdb
Q6ZSA7	LRRC55	af2			predicted	product/target_screen/structures/raw/Q6ZSA7.pdb	alphafold_db;AF-Q6ZSA7-F1-model_v6.pdb
Q70Z44	HTR3D	af2			predicted	product/target_screen/structures/raw/Q70Z44.pdb	alphafold_db;AF-Q70Z44-F1-model_v6.pdb
Q7L1W4	LRRC8D	pdb	6M04	4.36	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q7L1W4.pdb	
Q7RTM1	OTOP1	af2			predicted	product/target_screen/structures/raw/Q7RTM1.pdb	alphafold_db;AF-Q7RTM1-F1-model_v6.pdb
Q7RTS5	OTOP3	af2			predicted	product/target_screen/structures/raw/Q7RTS5.pdb	alphafold_db;AF-Q7RTS5-F1-model_v6.pdb
Q7RTX7	CATSPER4	af2			predicted	product/target_screen/structures/raw/Q7RTX7.pdb	alphafold_db;AF-Q7RTX7-F1-model_v6.pdb
Q7Z2W7	TRPM8	pdb	8BDC	2.65	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q7Z2W7.pdb	
Q7Z3S7	CACNA2D4	af2			predicted	product/target_screen/structures/raw/Q7Z3S7.pdb	alphafold_db;AF-Q7Z3S7-F1-model_v6.pdb
Q7Z418	KCNK18	af2			predicted	product/target_screen/structures/raw/Q7Z418.pdb	alphafold_db;AF-Q7Z418-F1-model_v6.pdb
Q7Z442	PKD1L2	af2			predicted	product/target_screen/structures/raw/Q7Z442.pdb	alphafold_db;AF-Q7Z442-F1-model_v6.pdb
