systematic	common	init_type	n_symbols_in_scf	human_symbols_used	sources
YBR294W	SUL1	ortholog	1	SLC26A11	InParanoid
YBR295W	PCA1	random	0		
YBR296C	PHO89	ortholog	2	SLC20A1,SLC20A2	InParanoid,OMA
YBR296C-A		random	0		
YBR297W	MAL33	random	0		
YBR298C	MAL31	random	0		
YBR298C-A		random	0		
YBR299W	MAL32	ortholog	1	SLC3A1	InParanoid
YBR300C		random	0		
YBR301W	PAU24	random	0		
YBR302C	COS2	random	0		
YCL001W	RER1	ortholog	1	RER1	InParanoid,OMA
YCL001W-A		random	0		
YCL001W-B		random	0		
YCL002C		random	0		
YCL004W	PGS1	ortholog	1	PGS1	InParanoid,OMA
YCL005W	LDB16	random	0		
YCL005W-A	VMA9	random	0		
YCL007C	CWH36	random	0		
YCL008C	STP22	ortholog	1	TSG101	InParanoid,OMA
YCL009C	ILV6	random	0		
YCL010C	SGF29	random	0		
YCL011C	GBP2	ortholog	6	CELF1,CELF2,ELAVL1,ELAVL2,ELAVL3,ELAVL4	InParanoid,OMA
YCL012C		random	0		
YCL014W	BUD3	random	0		
YCL016C	DCC1	ortholog	1	DSCC1	InParanoid,OMA
YCL017C	NFS1	ortholog	1	NFS1	InParanoid,OMA
YCL018W	LEU2	random	0		
YCL019W	TY2B-C	random	0		
YCL020W	TY2A-C	random	0		
YCL021W		random	0		
YCL021W-A		random	0		
YCL022C		random	0		
YCL023C		random	0		
YCL024W	KCC4	random	0		
YCL025C	AGP1	ortholog	2	SLC7A14,SLC7A4	InParanoid
YCL026C-A	FRM2	random	0		
YCL026C-B	HBN1	random	0		
YCL027W	FUS1	random	0		
YCL028W	RNQ1	random	0		
YCL029C	BIK1	random	0		
YCL030C	HIS4	random	0		
YCL031C	RRP7	random	0		
YCL032W	STE50	random	0		
YCL033C	MXR2	ortholog	2	MSRB2,MSRB3	InParanoid,OMA
YCL034W	LSB5	random	0		
YCL035C	GRX1	ortholog	1	GLRX2	InParanoid
YCL036W	GFD2	random	0		
YCL037C	SRO9	random	0		
YCL038C	ATG22	random	0		
YCL039W	GID7	ortholog	1	WDR26	InParanoid
YCL040W	GLK1	ortholog	1	GCK	OMA
YCL041C		random	0		
YCL042W		random	0		
YCL043C	PDI1	ortholog	5	P4HB,PDIA2,PDIA3,PDIA4,PDILT	InParanoid,OMA
YCL044C	MGR1	random	0		
YCL045C	EMC1	ortholog	1	EMC1	InParanoid
YCL046W		random	0		
YCL047C	POF1	random	0		
YCL048W	SPS22	random	0		
YCL048W-A		random	0		
YCL049C		random	0		
YCL050C	APA1	random	0		
YCL051W	LRE1	random	0		
YCL052C	PBN1	random	0		
YCL054W	SPB1	ortholog	1	FTSJ3	InParanoid,OMA
YCL054W-A	RDT1	random	0		
YCL055W	KAR4	ortholog	1	METTL14	InParanoid,OMA
YCL056C	PEX34	random	0		
YCL057C-A	MIC10	ortholog	1	MICOS10	InParanoid
YCL057W	PRD1	ortholog	2	NLN,THOP1	InParanoid,OMA
YCL058C	FYV5	random	0		
YCL058W-A	ADF1	random	0		
YCL059C	KRR1	ortholog	1	KRR1	InParanoid,OMA
YCL061C	MRC1	random	0		
YCL063W	VAC17	random	0		
YCL064C	CHA1	ortholog	2	SDS,SDSL	InParanoid,OMA
YCL065W		random	0		
YCL066W	HMLALPHA1	random	0		
YCL067C	HMLALPHA2	random	0		
YCL068C		random	0		
YCL069W	VBA3	random	0		
YCL073C	GEX1	random	0		
YCL074W	TY5A	random	0		
YCL075W	TY5B	random	0		
YCL076W		random	0		
YCR001W		random	0		
YCR002C	CDC10	ortholog	11	SEPTIN1,SEPTIN10,SEPTIN11,SEPTIN12,SEPTIN14,SEPTIN3,SEPTIN5,SEPTIN6,SEPTIN7,SEPTIN8,SEPTIN9	InParanoid,OMA,OrthoDB
YCR003W	MRPL32	ortholog	1	MRPL32	InParanoid
YCR004C	YCP4	random	0		
YCR005C	CIT2	ortholog	1	CS	InParanoid,OMA
YCR006C		random	0		
YCR007C	DFP3	random	0		
YCR008W	SAT4	random	0		
YCR009C	RVS161	ortholog	1	BIN3	InParanoid,OMA
YCR010C	ADY2	random	0		
YCR011C	ADP1	ortholog	1	ABCG2	InParanoid
YCR012W	PGK1	ortholog	2	PGK1,PGK2	InParanoid,OMA
YCR013C		random	0		
YCR014C	POL4	ortholog	3	POLB,POLL,POLM	InParanoid
YCR015C	CTO1	random	0		
YCR016W		random	0		
YCR017C	CWH43	ortholog	1	CWH43	InParanoid,OMA
YCR018C	SRD1	random	0		
YCR018C-A		random	0		
YCR019W	MAK32	random	0		
YCR020C	PET18	random	0		
YCR020C-A	MAK31	random	0		
YCR020W-B	HTL1	random	0		
YCR021C	HSP30	random	0		
YCR022C		random	0		
YCR023C		random	0		
YCR024C	SLM5	ortholog	1	NARS2	InParanoid,OMA
YCR024C-A	PMP1	random	0		
YCR024C-B		random	0		
YCR025C		random	0		
YCR026C	NPP1	ortholog	4	ENPP4,ENPP5,ENPP6,ENPP7	InParanoid
YCR027C	RHB1	ortholog	4	RERG,RHEB,RHEBL1,RRAS	InParanoid,OMA
YCR028C	FEN2	random	0		
YCR028C-A	RIM1	random	0		
YCR030C	SYP1	random	0		
YCR031C	RPS14A	ortholog	1	RPS14	InParanoid,OMA
YCR032W	BPH1	random	0		
YCR033W	SNT1	random	0		
YCR034W	ELO2	ortholog	4	ELOVL2,ELOVL5,ELOVL6,ELOVL7	InParanoid,OMA
YCR035C	RRP43	random	0		
YCR036W	RBK1	ortholog	1	RBKS	InParanoid,OMA
YCR037C	PHO87	ortholog	5	SLC13A1,SLC13A2,SLC13A3,SLC13A4,SLC13A5	InParanoid
YCR038C	BUD5	random	0		
YCR038W-A		random	0		
YCR039C	MATALPHA2	random	0		
YCR040W	MATALPHA1	random	0		
YCR041W		random	0		
YCR042C	TAF2	ortholog	1	TAF2	InParanoid
YCR043C		random	0		
YCR044C	PER1	ortholog	1	PGAP3	InParanoid,OMA
YCR045C	RRT12	random	0		
YCR045W-A		random	0		
YCR046C	IMG1	random	0		
YCR047C	BUD23	ortholog	1	BUD23	InParanoid,OMA
YCR047W-A		random	0		
YCR048W	ARE1	ortholog	2	SOAT1,SOAT2	InParanoid
YCR049C		random	0		
YCR050C		random	0		
YCR051W		ortholog	1	ANKRD46	InParanoid
YCR052W	RSC6	ortholog	3	SMARCD1,SMARCD2,SMARCD3	InParanoid
YCR053W	THR4	ortholog	1	THNSL2	InParanoid
YCR054C	CTR86	random	0		
YCR057C	PWP2	ortholog	1	PWP2	InParanoid,OMA
YCR059C	YIH1	ortholog	1	IMPACT	InParanoid
YCR060W	TAH1	random	0		
YCR061W		random	0		
YCR063W	BUD31	ortholog	1	BUD31	InParanoid,OMA
YCR064C		random	0		
YCR065W	HCM1	random	0		
YCR066W	RAD18	ortholog	1	RAD18	InParanoid,OMA
YCR067C	SED4	random	0		
YCR068W	ATG15	random	0		
YCR069W	CPR4	random	0		
YCR071C	IMG2	random	0		
YCR072C	RSA4	ortholog	1	NLE1	InParanoid,OMA
YCR073C	SSK22	random	0		
YCR073W-A	SOL2	ortholog	1	PGLS	OMA
YCR075C	ERS1	ortholog	1	CTNS	InParanoid,OMA
YCR075W-A	EGO2	random	0		
YCR076C	FUB1	random	0		
YCR077C	PAT1	random	0		
YCR079W	PTC6	random	0		
YCR081C-A		random	0		
YCR081W	SRB8	random	0		
YCR082W	AHC2	random	0		
YCR083W	TRX3	random	0		
YCR084C	TUP1	ortholog	2	TLE2,TLE4	OMA
YCR085W		random	0		
YCR086W	CSM1	random	0		
YCR087C-A		random	0		
YCR087W		random	0		
YCR088W	ABP1	ortholog	1	DBNL	InParanoid
YCR089W	FIG2	random	0		
YCR090C		ortholog	1	CZIB	InParanoid,OMA
YCR091W	KIN82	random	0		
YCR092C	MSH3	ortholog	1	MSH3	InParanoid,OMA
YCR093W	CDC39	ortholog	1	CNOT1	InParanoid,OMA
YCR094W	CDC50	ortholog	2	TMEM30A,TMEM30B	InParanoid,OMA
YCR095C	OCA4	random	0		
YCR095W-A		random	0		
YCR096C	HMRA2	random	0		
YCR097W	HMRA1	random	0		
YCR097W-A		random	0		
YCR098C	GIT1	random	0		
YCR099C		random	0		
YCR100C		random	0		
YCR101C		random	0		
YCR102C		random	0		
YCR102W-A		random	0		
YCR104W	PAU3	random	0		
YCR105W	ADH7	random	0		
YCR106W	RDS1	random	0		
YCR107W	AAD3	ortholog	3	AKR7A2,AKR7A3,AKR7L	InParanoid
YCR108C		random	0		
YDL001W	RMD1	random	0		
YDL002C	NHP10	random	0		
YDL003W	MCD1	random	0		
YDL004W	ATP16	ortholog	1	ATP5F1D	InParanoid,OMA
YDL005C	MED2	random	0		
YDL006W	PTC1	ortholog	2	PPM1A,PPM1L	OMA
YDL007C-A		random	0		
YDL007W	RPT2	ortholog	1	PSMC1	InParanoid,OMA
YDL008W	APC11	ortholog	1	ANAPC11	InParanoid
YDL009C		random	0		
YDL010W	GRX6	ortholog	1	GLRX2	InParanoid
YDL011C		random	0		
YDL012C		random	0		
YDL013W	SLX5	random	0		
YDL014W	NOP1	ortholog	2	FBL,FBLL1	InParanoid,OMA
YDL015C	TSC13	ortholog	2	TECR,TECRL	InParanoid,OMA
YDL016C		random	0		
YDL017W	CDC7	ortholog	1	CDC7	InParanoid
YDL018C	ERP3	random	0		
YDL019C	OSH2	ortholog	2	OSBP,OSBP2	InParanoid
YDL020C	RPN4	random	0		
YDL021W	GPM2	random	0		
YDL022C-A		random	0		
YDL022W	GPD1	ortholog	2	GPD1,GPD1L	InParanoid,OMA
YDL023C		random	0		
YDL024C	DIA3	ortholog	1	MINPP1	InParanoid
YDL025C	RTK1	random	0		
YDL025W-A		random	0		
YDL026W		random	0		
YDL027C	MRX9	random	0		
YDL028C	MPS1	random	0		
YDL029W	ARP2	ortholog	1	ACTR2	InParanoid,OMA
YDL030W	PRP9	ortholog	1	SF3A3	InParanoid,OMA
YDL031W	DBP10	ortholog	1	DDX54	InParanoid,OMA
YDL032W		random	0		
YDL033C	SLM3	ortholog	1	TRMU	InParanoid,OMA
YDL034W		random	0		
YDL035C	GPR1	random	0		
YDL036C	PUS9	ortholog	1	RPUSD2	InParanoid
YDL037C	BSC1	random	0		
YDL039C	PRM7	random	0		
YDL040C	NAT1	ortholog	2	NAA15,NAA16	InParanoid,OMA
YDL041W		random	0		
YDL042C	SIR2	random	0		
YDL043C	PRP11	random	0		
YDL044C	MTF2	random	0		
YDL045C	FAD1	random	0		
YDL045W-A	MRP10	random	0		
YDL046W	NPC2	random	0		
YDL047W	SIT4	ortholog	2	PPP4C,PPP6C	InParanoid,OMA,OrthoDB
YDL048C	STP4	random	0		
YDL049C	KNH1	random	0		
YDL050C		random	0		
YDL051W	LHP1	random	0		
YDL052C	SLC1	ortholog	2	AGPAT1,AGPAT2	InParanoid,OMA
YDL053C	PBP4	random	0		
YDL054C	MCH1	random	0		
YDL055C	PSA1	ortholog	1	GMPPB	InParanoid,OMA
YDL056W	MBP1	random	0		
YDL057W		random	0		
YDL058W	USO1	ortholog	1	USO1	InParanoid
YDL059C	RAD59	random	0		
YDL060W	TSR1	ortholog	1	TSR1	InParanoid,OMA
YDL061C	RPS29B	ortholog	1	RPS29	InParanoid,OMA
YDL062W		random	0		
YDL063C	SYO1	random	0		
YDL064W	UBC9	ortholog	1	UBE2I	InParanoid,OMA
YDL065C	PEX19	ortholog	1	PEX19	InParanoid
YDL066W	IDP1	ortholog	2	IDH1,IDH2	InParanoid,OMA
YDL067C	COX9	random	0		
YDL068W		random	0		
YDL069C	CBS1	random	0		
YDL070W	BDF2	ortholog	4	BRD2,BRD3,BRD4,BRDT	InParanoid
YDL071C		random	0		
YDL072C	YET3	ortholog	1	BCAP31	InParanoid,OMA
YDL073W		random	0		
YDL074C	BRE1	ortholog	2	RNF20,RNF40	InParanoid
YDL075W	RPL31A	ortholog	1	RPL31	InParanoid,OMA
YDL076C	RXT3	random	0		
YDL077C	VAM6	random	0		
YDL078C	MDH3	random	0		
YDL079C	MRK1	ortholog	2	GSK3A,GSK3B	InParanoid
YDL080C	THI3	random	0		
YDL081C	RPP1A	ortholog	1	RPLP1	InParanoid,OMA
YDL082W	RPL13A	ortholog	1	RPL13	InParanoid,OMA
YDL083C	RPS16B	ortholog	1	RPS16	InParanoid,OMA
YDL084W	SUB2	ortholog	2	DDX39A,DDX39B	InParanoid,OMA
YDL085C-A		ortholog	1	SERF2	InParanoid,OMA
YDL085W	NDE2	random	0		
YDL086C-A		random	0		
YDL086W		random	0		
YDL087C	LUC7	ortholog	2	LUC7L,LUC7L2	InParanoid,OMA
YDL088C	ASM4	random	0		
YDL089W	NUR1	random	0		
YDL090C	RAM1	ortholog	1	FNTB	InParanoid,OMA
YDL091C	UBX3	random	0		
YDL092W	SRP14	random	0		
YDL093W	PMT5	random	0		
YDL094C		random	0		
YDL095W	PMT1	random	0		
YDL096C	OPI6	random	0		
YDL097C	RPN6	ortholog	1	PSMD11	InParanoid,OMA
YDL098C	SNU23	ortholog	1	ZMAT2	InParanoid
YDL099W	BUG1	random	0		
YDL100C	GET3	ortholog	1	GET3	InParanoid,OMA
YDL101C	DUN1	random	0		
YDL102W	POL3	ortholog	1	POLD1	InParanoid,OMA
YDL103C	QRI1	ortholog	2	UAP1,UAP1L1	InParanoid,OMA
YDL104C	QRI7	ortholog	1	OSGEPL1	InParanoid,OMA
YDL105W	NSE4	random	0		
YDL106C	PHO2	random	0		
YDL107W	MSS2	random	0		
YDL108W	KIN28	ortholog	1	CDK7	InParanoid,OMA
YDL109C		random	0		
YDL110C	TMA17	random	0		
YDL111C	RRP42	random	0		
YDL112W	TRM3	random	0		
YDL113C	ATG20	random	0		
YDL114W		ortholog	6	DHRS3,HSD17B10,HSD17B11,HSD17B13,RDH10,SDR16C5	InParanoid,OMA
YDL114W-A		random	0		
YDL115C	IWR1	random	0		
YDL116W	NUP84	ortholog	1	NUP107	InParanoid
YDL117W	CYK3	random	0		
YDL118W		random	0		
YDL119C	HEM25	ortholog	1	SLC25A38	InParanoid,OMA
YDL120W	YFH1	random	0		
YDL121C	EXP1	random	0		
YDL122W	UBP1	random	0		
YDL123W	SNA4	random	0		
YDL124W		random	0		
YDL125C	HNT1	ortholog	2	HINT1,HINT2	InParanoid,OMA
YDL126C	CDC48	ortholog	1	VCP	InParanoid,OMA
YDL127W	PCL2	random	0		
YDL128W	VCX1	random	0		
YDL129W		random	0		
YDL130W	RPP1B	ortholog	1	RPLP1	InParanoid,OMA
YDL130W-A	STF1	random	0		
YDL131W	LYS21	ortholog	2	HMGCL,HMGCLL1	InParanoid
YDL132W	CDC53	ortholog	2	CUL1,CUL2	InParanoid,OMA
YDL133C-A	RPL41B	random	0		
YDL133W	SRF1	random	0		
YDL134C	PPH21	ortholog	2	PPP2CA,PPP2CB	InParanoid,OMA,OrthoDB
YDL135C	RDI1	ortholog	3	ARHGDIA,ARHGDIB,ARHGDIG	InParanoid,OMA
YDL136W	RPL35B	ortholog	1	RPL35	InParanoid,OMA
YDL137W	ARF2	ortholog	16	ARF1,ARF3,ARF4,ARF5,ARF6,ARL1,ARL11,ARL14,ARL17B,ARL3,ARL4A,ARL4C,ARL4D,ARL5A,ARL5B,ARL5C	InParanoid,OMA,OrthoDB
YDL138W	RGT2	random	0		
YDL139C	SCM3	random	0		
YDL140C	RPO21	ortholog	1	POLR2A	InParanoid,OMA
YDL141W	BPL1	ortholog	1	HLCS	InParanoid
YDL142C	CRD1	ortholog	1	CRLS1	InParanoid
YDL143W	CCT4	ortholog	1	CCT4	InParanoid,OMA
YDL144C		random	0		
YDL145C	COP1	ortholog	1	COPA	InParanoid
YDL146W	LDB17	random	0		
YDL147W	RPN5	ortholog	1	PSMD12	InParanoid,OMA
YDL148C	NOP14	ortholog	1	NOP14	InParanoid,OMA
YDL149W	ATG9	ortholog	2	ATG9A,ATG9B	InParanoid
YDL150W	RPC53	random	0		
YDL151C	BUD30	random	0		
YDL152W		random	0		
YDL153C	SAS10	random	0		
YDL154W	MSH5	ortholog	1	MSH5	InParanoid,OMA
YDL155W	CLB3	random	0		
YDL156W	CMR1	ortholog	1	WDR76	InParanoid,OMA
YDL157C	DMO2	random	0		
YDL158C		random	0		
YDL159C-B		random	0		
YDL159W	STE7	ortholog	2	MAP2K1,MAP2K2	InParanoid,OrthoDB
YDL159W-A		random	0		
YDL160C	DHH1	ortholog	1	DDX6	InParanoid,OMA
YDL160C-A	MHF2	random	0		
YDL161W	ENT1	ortholog	4	ENTHD1,EPN1,EPN2,EPN3	OrthoDB
YDL162C		random	0		
YDL163W		random	0		
YDL164C	CDC9	ortholog	1	LIG1	InParanoid,OMA
YDL165W	CDC36	random	0		
YDL166C	FAP7	ortholog	1	AK6	InParanoid,OMA
YDL167C	NRP1	random	0		
YDL168W	SFA1	ortholog	5	ADH1A,ADH1B,ADH1C,ADH4,ADH5	InParanoid,OMA
YDL169C	UGX2	random	0		
YDL170W	UGA3	random	0		
YDL171C	GLT1	random	0		
YDL172C		random	0		
YDL173W	PAR32	random	0		
YDL174C	DLD1	ortholog	1	LDHD	InParanoid
YDL175C	AIR2	random	0		
YDL176W	GID12	random	0		
YDL177C		random	0		
YDL178W	DLD2	ortholog	1	D2HGDH	InParanoid,OMA
YDL179W	PCL9	random	0		
YDL180W		random	0		
YDL181W	INH1	random	0		
YDL182W	LYS20	ortholog	2	HMGCL,HMGCLL1	InParanoid
YDL183C		random	0		
YDL184C	RPL41A	random	0		
YDL185C-A		random	0		
YDL185W	VMA1	ortholog	1	ATP6V1A	InParanoid
YDL186W		random	0		
YDL187C		random	0		
YDL188C	PPH22	ortholog	2	PPP2CA,PPP2CB	InParanoid,OMA,OrthoDB
YDL189W	RBS1	random	0		
YDL190C	UFD2	ortholog	1	UBE4B	InParanoid
YDL191W	RPL35A	ortholog	1	RPL35	InParanoid,OMA
YDL192W	ARF1	ortholog	16	ARF1,ARF3,ARF4,ARF5,ARF6,ARL1,ARL11,ARL14,ARL17B,ARL3,ARL4A,ARL4C,ARL4D,ARL5A,ARL5B,ARL5C	InParanoid,OMA,OrthoDB
YDL193W	NUS1	ortholog	1	NUS1	InParanoid
YDL194W	SNF3	random	0		
YDL195W	SEC31	ortholog	2	SEC31A,SEC31B	InParanoid,OMA
YDL196W		random	0		
YDL197C	ASF2	ortholog	24	KRT10,KRT12,KRT13,KRT14,KRT15,KRT16,KRT17,KRT19,KRT20,KRT24,KRT25,KRT26,KRT27,KRT28,KRT31,KRT32,KRT33A,KRT33B,KRT34,KRT35,KRT36,KRT38,KRT40,KRT9	InParanoid
YDL198C	GGC1	random	0		
YDL199C		random	0		
YDL200C	MGT1	random	0		
YDL201W	TRM8	ortholog	1	METTL1	InParanoid,OMA
YDL202W	MRPL11	random	0		
YDL203C	ACK1	random	0		
YDL204W	RTN2	random	0		
YDL204W-A		random	0		
YDL205C	HEM3	ortholog	1	HMBS	InParanoid,OMA
YDL206W		ortholog	1	SLC8B1	InParanoid
YDL207W	GLE1	random	0		
YDL208W	NHP2	ortholog	1	NHP2	InParanoid,OMA
YDL209C	CWC2	random	0		
YDL210W	UGA4	ortholog	3	SLC7A1,SLC7A2,SLC7A3	InParanoid
YDL211C		random	0		
YDL212W	SHR3	random	0		
YDL213C	NOP6	random	0		
YDL213W-A		random	0		
YDL214C	PRR2	random	0		
YDL215C	GDH2	random	0		
YDL216C	RRI1	random	0		
YDL217C	TIM22	ortholog	1	TIMM22	InParanoid,OMA
YDL218W		random	0		
YDL219W	DTD1	ortholog	1	DTD1	InParanoid,OMA
YDL220C	CDC13	random	0		
YDL221W		random	0		
YDL222C	FMP45	random	0		
YDL223C	HBT1	random	0		
YDL224C	WHI4	random	0		
YDL225W	SHS1	ortholog	11	SEPTIN1,SEPTIN10,SEPTIN11,SEPTIN12,SEPTIN14,SEPTIN3,SEPTIN5,SEPTIN6,SEPTIN7,SEPTIN8,SEPTIN9	OrthoDB
YDL226C	GCS1	ortholog	1	ARFGAP1	InParanoid,OMA
YDL227C	HO	random	0		
YDL228C		random	0		
YDL229W	SSB1	random	0		
YDL230W	PTP1	ortholog	3	PTPN1,PTPN2,PTPN20	InParanoid
YDL231C	BRE4	random	0		
YDL232W	OST4	random	0		
YDL233W	MFG1	random	0		
YDL234C	GYP7	random	0		
YDL235C	YPD1	random	0		
YDL236W	PHO13	ortholog	2	PDXP,PGP	InParanoid,OMA
YDL237W	AIM6	random	0		
YDL238C	GUD1	ortholog	1	GDA	InParanoid,OMA
YDL239C	ADY3	random	0		
YDL240C-A		random	0		
YDL240W	LRG1	random	0		
YDL241W		random	0		
YDL242W		random	0		
YDL243C	AAD4	ortholog	3	AKR7A2,AKR7A3,AKR7L	InParanoid
YDL244W	THI13	random	0		
YDL245C	HXT15	ortholog	12	SLC2A1,SLC2A10,SLC2A12,SLC2A13,SLC2A2,SLC2A3,SLC2A4,SLC2A5,SLC2A6,SLC2A7,SLC2A8,SLC2A9	OMA
YDL246C	SOR2	ortholog	1	SORD	InParanoid,OMA
YDL247W	MPH2	random	0		
YDL247W-A		random	0		
YDL248W	COS7	random	0		
YDR001C	NTH1	ortholog	1	TREH	InParanoid
YDR002W	YRB1	ortholog	1	RANBP1	InParanoid
YDR003W	RCR2	random	0		
YDR003W-A		random	0		
YDR004W	RAD57	random	0		
YDR005C	MAF1	random	0		
YDR006C	SOK1	random	0		
YDR007W	TRP1	random	0		
YDR008C		random	0		
YDR009W	GAL3	ortholog	1	GALK2	InParanoid,OMA
YDR010C		random	0		
YDR011W	SNQ2	random	0		
YDR012W	RPL4B	ortholog	1	RPL4	InParanoid,OMA
YDR013W	PSF1	ortholog	1	GINS1	InParanoid,OMA
YDR014W	RAD61	random	0		
YDR014W-A	HED1	random	0		
YDR015C		random	0		
YDR016C	DAD1	random	0		
YDR017C	KCS1	ortholog	3	IP6K1,IP6K2,IP6K3	InParanoid
YDR018C		ortholog	2	AGPAT3,AGPAT4	InParanoid,OMA
YDR019C	GCV1	ortholog	1	AMT	InParanoid,OMA
YDR020C	DAS2	ortholog	2	UCK1,UCK2	InParanoid
YDR021W	FAL1	ortholog	3	EIF4A1,EIF4A2,EIF4A3	InParanoid,OMA
YDR022C	ATG31	random	0		
YDR023W	SES1	ortholog	1	SARS1	InParanoid,OMA
YDR024W	FYV1	random	0		
YDR025W	RPS11A	ortholog	1	RPS11	InParanoid,OMA
YDR026C	NSI1	random	0		
YDR027C	VPS54	ortholog	1	VPS54	InParanoid
YDR028C	REG1	random	0		
YDR029W		random	0		
YDR030C	RAD28	random	0		
YDR031W	MIX14	random	0		
YDR032C	PST2	random	0		
YDR033W	MRH1	random	0		
YDR034C	LYS14	random	0		
YDR034C-A		random	0		
YDR034C-C	TY2A-DR1	random	0		
YDR034C-D	TY2B-DR1	random	0		
YDR034W-B	CPP3	random	0		
YDR035W	ARO3	random	0		
YDR036C	EHD3	ortholog	1	HIBCH	InParanoid,OMA
YDR037W	KRS1	ortholog	1	KARS1	InParanoid,OMA
YDR038C	ENA5	ortholog	7	ATP12A,ATP1A2,ATP1A4,ATP2A2,ATP4A,ATP7A,ATP7B	OMA,OrthoDB
YDR039C	ENA2	ortholog	7	ATP12A,ATP1A2,ATP1A4,ATP2A2,ATP4A,ATP7A,ATP7B	OMA,OrthoDB
YDR040C	ENA1	ortholog	7	ATP12A,ATP1A2,ATP1A4,ATP2A2,ATP4A,ATP7A,ATP7B	OMA,OrthoDB
YDR041W	RSM10	random	0		
YDR042C		random	0		
YDR043C	NRG1	random	0		
YDR044W	HEM13	ortholog	1	CPOX	InParanoid,OMA
YDR045C	RPC11	ortholog	1	POLR3K	InParanoid,OMA
YDR046C	BAP3	ortholog	2	SLC7A14,SLC7A4	InParanoid
YDR047W	HEM12	ortholog	1	UROD	InParanoid,OMA
YDR048C		random	0		
YDR049W	VMS1	ortholog	1	ANKZF1	InParanoid
YDR050C	TPI1	ortholog	1	TPI1	InParanoid,OMA
YDR051C	DET1	random	0		
YDR052C	DBF4	random	0		
YDR053W		random	0		
YDR054C	CDC34	ortholog	3	CDC34,UBE2G1,UBE2R2	InParanoid,OMA
YDR055W	PST1	random	0		
YDR056C	EMC10	random	0		
YDR057W	YOS9	random	0		
YDR058C	TGL2	random	0		
YDR059C	UBC5	ortholog	10	UBE2D1,UBE2D2,UBE2D3,UBE2D4,UBE2E1,UBE2E2,UBE2E3,UBE2N,UBE2NL,UBE2T	InParanoid,OMA,OrthoDB
YDR060W	MAK21	ortholog	1	CEBPZ	InParanoid,OMA
YDR061W		ortholog	4	ABCA10,ABCA6,ABCA8,ABCA9	OrthoDB
YDR062W	LCB2	ortholog	2	SPTLC2,SPTLC3	InParanoid,OMA
YDR063W	AIM7	ortholog	2	GMFB,GMFG	InParanoid
YDR064W	RPS13	ortholog	1	RPS13	InParanoid,OMA
YDR065W	RRG1	random	0		
YDR066C	RTR2	random	0		
YDR067C	OCA6	random	0		
YDR068W	DOS2	random	0		
YDR069C	DOA4	random	0		
YDR070C	FMP16	random	0		
YDR071C	PAA1	random	0		
YDR072C	IPT1	random	0		
YDR073W	SNF11	random	0		
YDR074W	TPS2	random	0		
YDR075W	PPH3	ortholog	2	PPP4C,PPP6C	OMA
YDR076W	RAD55	random	0		
YDR077W	SED1	random	0		
YDR078C	SHU2	random	0		
YDR079C-A	TFB5	ortholog	1	GTF2H5	InParanoid
YDR079W	PET100	random	0		
YDR080W	VPS41	ortholog	1	VPS41	InParanoid,OMA
YDR081C	PDC2	random	0		
YDR082W	STN1	random	0		
YDR083W	RRP8	random	0		
YDR084C	TVP23	ortholog	3	TVP23A,TVP23B,TVP23C	InParanoid,OMA
YDR085C	AFR1	random	0		
YDR086C	SSS1	ortholog	1	SEC61G	InParanoid,OMA
YDR087C	RRP1	random	0		
YDR088C	SLU7	ortholog	1	SLU7	InParanoid
YDR089W	VTC5	random	0		
YDR090C		random	0		
YDR091C	RLI1	ortholog	1	ABCE1	InParanoid,OMA
YDR092W	UBC13	ortholog	9	UBE2D2,UBE2D3,UBE2D4,UBE2E1,UBE2E2,UBE2E3,UBE2N,UBE2NL,UBE2T	InParanoid,OMA,OrthoDB
YDR093W	DNF2	ortholog	2	ATP10D,ATP8B1	OMA
YDR094W		random	0		
YDR095C		random	0		
YDR096W	GIS1	random	0		
YDR097C	MSH6	ortholog	1	MSH6	InParanoid,OMA
YDR098C	GRX3	ortholog	1	GLRX3	InParanoid
YDR098C-A	TY1A-DR1	random	0		
YDR098C-B	TY1B-DR1	random	0		
YDR099W	BMH2	ortholog	5	SFN,YWHAE,YWHAH,YWHAQ,YWHAZ	InParanoid,OMA,OrthoDB
YDR100W	TVP15	random	0		
YDR101C	ARX1	random	0		
YDR102C		random	0		
YDR103W	STE5	random	0		
YDR104C	SPO71	random	0		
YDR105C	TMS1	ortholog	4	SERINC1,SERINC2,SERINC3,SERINC5	InParanoid,OMA
YDR106W	ARP10	random	0		
YDR107C	TMN2	ortholog	2	TM9SF2,TM9SF4	InParanoid,OMA
YDR108W	TRS85	random	0		
YDR109C		ortholog	1	FGGY	InParanoid,OMA
YDR110W	FOB1	random	0		
YDR111C	ALT2	ortholog	2	GPT,GPT2	InParanoid,OMA
YDR112W	IRC2	random	0		
YDR113C	PDS1	random	0		
YDR114C		random	0		
YDR115W		random	0		
YDR116C	MRPL1	random	0		
YDR117C	TMA64	ortholog	1	EIF2D	InParanoid,OMA
YDR118W	APC4	random	0		
YDR118W-A		random	0		
YDR119W	VBA4	random	0		
YDR119W-A	COX26	random	0		
YDR120C	TRM1	ortholog	1	TRMT1	InParanoid,OMA
YDR121W	DPB4	random	0		
YDR122W	KIN1	random	0		
YDR123C	INO2	random	0		
YDR124W		random	0		
