target_id	target_family	membership_sources	uniprot_entries	gene_aliases	protein_name	protein_length	keywords	is_calibration_control	ranking_bonus
CACNA1C	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAC1C_HUMAN	CACH2;CACN2;CACNL1A1;CCHL1A1	Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)		3D-structure;Alternative splicing;Autism;Autism spectrum disorder;Brugada syndrome;Calcium;Calcium channel;Calcium transport;Calmodulin-binding;Cell membrane;Cell projection;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Host-virus interaction;Intellectual disability;Ion channel;Ion transport;Long QT syndrome;Membrane;Metal-binding;Phosphoprotein;Postsynaptic cell membrane;Proteomics identification;Reference proteome;Repeat;Synapse;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNA1D	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAC1D_HUMAN	CACH3;CACN4;CACNL1A2;CCHL1A2	Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Voltage-gated calcium channel subunit alpha Cav1.3)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Deafness;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Triplet repeat expansion;Voltage-gated channel	False	0.0
CACNA1E	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAC1E_HUMAN	CACH6;CACNL1A6	Voltage-dependent R-type calcium channel subunit alpha-1E (Brain calcium channel II) (BII) (Calcium channel, L type, alpha-1 polypeptide, isoform 6) (Voltage-gated calcium channel subunit alpha Cav2.3)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNA1F	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAC1F_HUMAN	CACNAF1	Voltage-dependent L-type calcium channel subunit alpha-1F (Voltage-gated calcium channel subunit alpha Cav1.4)		Alternative splicing;Calcium;Calcium channel;Calcium transport;Cone-rod dystrophy;Congenital stationary night blindness;Disease variant;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Sensory transduction;Transmembrane;Transmembrane helix;Transport;Vision;Voltage-gated channel	False	0.0
CACNA1G	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAC1G_HUMAN	KIAA1123	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Cytoplasm;Disease variant;Glycoprotein;Ion channel;Ion transport;Membrane;Neurodegeneration;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Spinocerebellar ataxia;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNA1H	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAC1H_HUMAN		Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Disease variant;Epilepsy;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel;Zinc	False	0.0
CACNA1I	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAC1I_HUMAN	KIAA1120	Voltage-dependent T-type calcium channel subunit alpha-1I (Voltage-gated calcium channel subunit alpha Cav3.3) (Ca(v)3.3)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Disease variant;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNA1S	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAC1S_HUMAN	CACH1;CACN1;CACNL1A3	Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)		3D-structure;Calcium;Calcium channel;Calcium transport;Calmodulin-binding;Cell membrane;Disease variant;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNA2D1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CA2D1_HUMAN	CACNL2A;CCHL2A;MHS3	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNA2D2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CA2D2_HUMAN	KIAA0558	Voltage-dependent calcium channel subunit alpha-2/delta-2 (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2]		Alternative splicing;Calcium;Calcium channel;Calcium transport;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNA2D3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CA2D3_HUMAN		Voltage-dependent calcium channel subunit alpha-2/delta-3 (Voltage-gated calcium channel subunit alpha-2/delta-3) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-3; Voltage-dependent calcium channel subunit delta-3]		Alternative splicing;Calcium;Calcium channel;Calcium transport;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNA2D4	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CA2D4_HUMAN		Voltage-dependent calcium channel subunit alpha-2/delta-4 (Voltage-gated calcium channel subunit alpha-2/delta-4) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-4; Voltage-dependent calcium channel subunit delta-4]		Alternative splicing;Calcium;Calcium channel;Calcium transport;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNB1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CACB1_HUMAN	CACNLB1	Voltage-dependent L-type calcium channel subunit beta-1 (CAB1) (Calcium channel voltage-dependent subunit beta 1)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;SH3 domain;Transport;Voltage-gated channel	False	0.0
CACNB2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CACB2_HUMAN	CACNLB2;MYSB	Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2) (Lambert-Eaton myasthenic syndrome antigen B) (MYSB)		3D-structure;Alternative splicing;Brugada syndrome;Calcium;Calcium channel;Calcium transport;Cell membrane;Disease variant;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;SH3 domain;Transport;Voltage-gated channel	False	0.0
CACNB3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CACB3_HUMAN	CACNLB3	Voltage-dependent L-type calcium channel subunit beta-3 (CAB3) (Calcium channel voltage-dependent subunit beta 3)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Cytoplasm;Ion channel;Ion transport;Phosphoprotein;Proteomics identification;Reference proteome;SH3 domain;Transport;Voltage-gated channel	False	0.0
CACNB4	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CACB4_HUMAN	CACNLB4	Voltage-dependent L-type calcium channel subunit beta-4 (CAB4) (Calcium channel voltage-dependent subunit beta 4)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Disease variant;Epilepsy;Ion channel;Ion transport;Methylation;Phosphoprotein;Proteomics identification;Reference proteome;SH3 domain;Transport;Voltage-gated channel	False	0.0
CACNG1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CCG1_HUMAN	CACNLG	Voltage-dependent calcium channel gamma-1 subunit (Dihydropyridine-sensitive L-type, skeletal muscle calcium channel subunit gamma)		Calcium;Calcium channel;Calcium transport;Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNG2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CCG2_HUMAN		Voltage-dependent calcium channel gamma-2 subunit (Neuronal voltage-gated calcium channel gamma-2 subunit) (Transmembrane AMPAR regulatory protein gamma-2) (TARP gamma-2)		3D-structure;Calcium;Calcium channel;Calcium transport;Disease variant;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Synapse;Synaptosome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNG3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CCG3_HUMAN		Voltage-dependent calcium channel gamma-3 subunit (Neuronal voltage-gated calcium channel gamma-3 subunit) (Transmembrane AMPAR regulatory protein gamma-3) (TARP gamma-3)		Calcium;Calcium channel;Calcium transport;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNG4	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CCG4_HUMAN		Voltage-dependent calcium channel gamma-4 subunit (Neuronal voltage-gated calcium channel gamma-4 subunit) (Transmembrane AMPAR regulatory protein gamma-4) (TARP gamma-4)		Calcium;Calcium channel;Calcium transport;Cell membrane;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNG6	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CCG6_HUMAN		Voltage-dependent calcium channel gamma-6 subunit (Neuronal voltage-gated calcium channel gamma-6 subunit)		Calcium;Calcium channel;Calcium transport;Cell membrane;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNG7	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CCG7_HUMAN		Voltage-dependent calcium channel gamma-7 subunit (Neuronal voltage-gated calcium channel gamma-7 subunit) (Transmembrane AMPAR regulatory protein gamma-7) (TARP gamma-7)		Calcium;Calcium channel;Calcium transport;Cell membrane;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CACNG8	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CCG8_HUMAN	CACNG6	Voltage-dependent calcium channel gamma-8 subunit (Neuronal voltage-gated calcium channel gamma-8 subunit) (Transmembrane AMPAR regulatory protein gamma-8) (TARP gamma-8)		Calcium;Calcium channel;Calcium transport;Cell membrane;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Postsynaptic cell membrane;Proteomics identification;Reference proteome;Synapse;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CALCR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P30988		Calcitonin receptor (CT-R)	474		False	0.0
CALCRL	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q16602	CGRPR	Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor) (CRLR)	461		False	0.0
CALHM1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAHM1_HUMAN	FAM26C	Calcium homeostasis modulator protein 1 (Protein FAM26C)		3D-structure;Calcium;Calcium channel;Calcium transport;Cell membrane;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Reference proteome;Sensory transduction;Taste;Transmembrane;Transmembrane helix;Transport	False	0.0
CALHM2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAHM2_HUMAN	FAM26B	Calcium homeostasis modulator protein 2 (Protein FAM26B)		3D-structure;Alternative splicing;Cell membrane;Disulfide bond;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
CALHM3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAHM3_HUMAN	FAM26A	Calcium homeostasis modulator protein 3 (Protein A)		Calcium;Calcium channel;Calcium transport;Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Proteomics identification;Reference proteome;Sensory transduction;Taste;Transmembrane;Transmembrane helix;Transport	False	0.0
CALHM4	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAHM4_HUMAN	C6orf78;FAM26D;UNQ6481/PRO21277	Calcium homeostasis modulator protein 4 (Protein FAM26D)		3D-structure;Alternative splicing;Cell membrane;Disulfide bond;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
CALHM5	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAHM5_HUMAN	C6orf188;FAM26E	Calcium homeostasis modulator protein 5 (Protein FAM26E)		3D-structure;Disulfide bond;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
CALHM6	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CAHM6_HUMAN	C6orf187;FAM26F	Calcium homeostasis modulator protein 6 (Protein FAM26F)		3D-structure;Alternative splicing;Cell membrane;Disulfide bond;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
CASR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P41180	GPRC2A;PCAR1	Extracellular calcium-sensing receptor (CaR) (CaSR) (hCasR) (Parathyroid cell calcium-sensing receptor 1) (PCaR1)	1078		False	0.0
CATSPER1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CTSR1_HUMAN		Cation channel sperm-associated protein 1 (CatSper1) (hCatSper)		Calcium;Calcium channel;Calcium transport;Cell membrane;Cell projection;Cilium;Developmental protein;Differentiation;Flagellum;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Spermatogenesis;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CATSPER2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CTSR2_HUMAN		Cation channel sperm-associated protein 2 (CatSper2)		Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Cell projection;Cilium;Developmental protein;Differentiation;Flagellum;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Spermatogenesis;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CATSPER3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CTSR3_HUMAN		Cation channel sperm-associated protein 3 (CatSper3) (Ca(v)-like protein) (One-repeat calcium channel-like protein)		Calcium;Calcium channel;Calcium transport;Cell membrane;Cell projection;Cilium;Developmental protein;Differentiation;Flagellum;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Spermatogenesis;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CATSPER4	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	CTSR4_HUMAN		Cation channel sperm-associated protein 4 (CatSper4)		Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Cell projection;Cilium;Developmental protein;Differentiation;Flagellum;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Spermatogenesis;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
CCDC51	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	MITOK_HUMAN	MITOK	Mitochondrial potassium channel (MITOK) (Coiled-coil domain-containing protein 51)		Alternative splicing;Coiled coil;Ion channel;Ion transport;Membrane;Mitochondrion;Mitochondrion inner membrane;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transit peptide;Transmembrane;Transmembrane helix;Transport	False	0.0
CCKAR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P32238	CCKRA	Cholecystokinin receptor type A (CCK-A receptor) (CCK-AR) (Cholecystokinin-1 receptor) (CCK1-R)	428		False	0.0
CCKBR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P32239	CCKRB	Gastrin/cholecystokinin type B receptor (CCK-B receptor) (CCK-BR) (Cholecystokinin-2 receptor) (CCK2-R)	447		False	0.0
CCR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P32246	CMKBR1;CMKR1;SCYAR1	C-C chemokine receptor type 1 (C-C CKR-1) (CC-CKR-1) (CCR-1) (CCR1) (HM145) (LD78 receptor) (Macrophage inflammatory protein 1-alpha receptor) (MIP-1alpha-R) (RANTES-R) (CD antigen CD191)	355		False	0.0
CCR10	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P46092	GPR2	C-C chemokine receptor type 10 (C-C CKR-10) (CC-CKR-10) (CCR-10) (G protein-coupled receptor 2)	362		False	0.0
CCR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P41597	CMKBR2	C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (Monocyte chemoattractant protein 1 receptor) (MCP-1-R) (CD antigen CD192)	374		False	0.0
CCR3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P51677	CMKBR3	C-C chemokine receptor type 3 (C C CKR3) (C-C CKR-3) (CC-CKR-3) (CCR-3) (CCR3) (CKR 3) (CKR3) (Eosinophil eotaxin receptor) (CD antigen CD193)	355		False	0.0
CCR4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P51679	CMKBR4	C-C chemokine receptor type 4 (C-C CKR-4) (CC-CKR-4) (CCR-4) (CCR4) (K5-5) (CD antigen CD194)	360		False	0.0
CCR5	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P51681	CMKBR5	C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (CHEMR13) (HIV-1 fusion coreceptor) (CD antigen CD195)	352		False	0.0
